county_state,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,cfips,pct_bb_2017,pct_bb_2018,pct_bb_2019,pct_bb_2020,pct_bb_2021,pct_college_2017,pct_college_2018,pct_college_2019,pct_college_2020,pct_college_2021,pct_foreign_born_2017,pct_foreign_born_2018,pct_foreign_born_2019,pct_foreign_born_2020,pct_foreign_born_2021,pct_it_workers_2017,pct_it_workers_2018,pct_it_workers_2019,pct_it_workers_2020,pct_it_workers_2021,median_hh_inc_2017,median_hh_inc_2018,median_hh_inc_2019,median_hh_inc_2020,median_hh_inc_2021,state
Lamb County Texas,1.4597018,1.3867167,1.4284225,1.417996,1.417996,1.39413,1.341719,1.4360588,1.4465408,1.39413,1.4150944,1.4255766,1.4884696,1.5618448,1.5303984,1.5513626,1.572327,1.5861267,1.5015333,1.5226816,1.5649784,1.6495718,1.607275,1.5861267,1.5861267,1.5755525,1.607275,1.6389976,1.6812943,1.6887944999999998,1.7100372,1.7206585,1.6569304,1.6356877,1.6250664,1.7206585,1.6887944999999998,1.7206585,1.7419013,48279.0,61.0,64.8,67.3,70.4,73.2,11.2,11.4,10.6,9.8,9.7,10.3,10.4,9.6,9.5,10.2,0.5,0.3,0.3,0.2,0.4,43712.0,43396.0,45111.0,44935.0,50041.0,Texas
Lamoille County Vermont,7.450940600000001,7.758664099999999,7.592190700000001,7.884780400000001,7.844423299999999,7.7591805,7.5393453,7.5393453,7.574319400000001,7.5943041,7.569323100000001,7.5943041,7.884087100000001,7.814139400000001,7.849113,7.869098199999999,7.804146799999999,7.726663600000001,7.776289000000001,7.776289000000001,7.8110266,7.6820011,7.662150899999999,7.6770382,7.7713265,7.7465138,7.776289000000001,7.8705773,7.825914400000001,7.994653700000001,8.0194054,8.0689077,8.0837584,8.0293055,8.0441561,8.1431608,8.0936584,8.1827631,8.1431608,50015.0,78.8,81.0,82.5,85.3,86.9,23.0,22.7,22.5,25.9,27.2,2.6,3.1,3.0,3.3,3.0,2.1,2.4,2.0,0.9,1.1,54899.0,60365.0,64003.0,64179.0,66016.0,Vermont
Lampasas County Texas,3.9719028,4.1251597,3.9974458,4.1379309,4.1570883,4.0671358,4.073422,4.0105605,4.0419912,4.0671358,4.1237111,4.186573,4.2620068,4.2557206,4.2431483,4.2180037,4.2431483,4.1404805,4.1096735,4.1096735,4.1035118,4.1281576,4.1528034,4.1836104,4.1897721,4.2267408,4.2390633,4.3191619,4.2698708,4.1075387,4.1614275,4.1614275,4.1674151,4.1793904,4.2392669,4.329082,4.2811809,4.2811809,4.329082,48281.0,70.1,75.1,76.7,82.1,84.5,13.2,13.4,12.8,12.4,12.0,4.7,4.2,4.8,4.8,5.2,0.9,1.2,1.0,2.3,1.9,54467.0,58194.0,60772.0,64808.0,66506.0,Texas
Lancaster County Nebraska,6.4763575,6.1222844,6.0955701,6.0446854,6.0391726,5.8534379,5.692657,5.6147785,5.6285958,5.6449251,5.6826081,5.7345271,5.7282462,5.7403889,5.7261529,5.8664179,5.9409466,5.8720245,5.8910737,5.9589868,6.1896439,6.2534165,6.3084927,6.2952409,6.3312683,6.3739214,6.600851499999999,6.7143164,6.7900977,6.9011168,6.9322677,6.9687467,6.996208700000001,6.9642382,7.1769648,7.4409266,7.4618301,7.4638796,7.141305399999999,31109.0,84.0,86.0,87.7,89.5,90.6,24.3,24.7,24.8,24.8,25.3,7.8,7.7,7.8,8.3,8.3,2.4,2.3,2.3,2.2,2.2,55747.0,58009.0,60527.0,62464.0,65086.0,Nebraska
Lancaster County Pennsylvania,6.845280600000001,6.689065,6.666748500000001,6.681462800000001,6.5983276,6.5198102,6.3601303,6.3993797,6.4144945,6.4142509,6.2830939,6.2475014,6.2494516,6.2440882,6.2411628,6.2318988,6.1821666,6.1495938,6.1011472,6.1251283,6.1868982,6.1747866,6.1730909,6.1738176,6.1893206,6.2033701,6.2123327,6.2777357,6.3048658,6.260612,6.2700047,6.3285284,6.2743397,6.2061825,6.1727057,6.2071457,6.0522861,6.0522861,6.1122551,42071.0,74.8,76.6,78.6,81.6,83.6,16.9,17.1,17.3,18.4,18.9,4.9,5.0,5.0,5.2,5.5,1.5,1.5,1.6,1.6,1.6,61492.0,63823.0,66056.0,69588.0,73688.0,Pennsylvania
Lancaster County South Carolina,5.8703403,5.9591279,5.865901,5.8792191,5.8377852,5.6536598,6.6316829,6.6774383,6.4972763,6.4844074,6.4029055,6.4886971,5.975378,5.9010253,6.0068345,5.5707278,6.2441912,5.3404574,5.6920586,5.8692431,5.7460446,5.5882392,5.1660414,4.9099541,4.8905745,4.7507648,4.7604547,4.8767319,4.9321022,4.8125768,4.8446608,4.8660498,4.8901129,4.8807549,4.9489331,5.0104275,4.9836907,5.021122,5.0465217,45057.0,72.3,75.9,78.8,83.9,85.1,16.4,17.6,17.9,17.7,19.3,3.9,4.0,4.9,5.2,5.0,2.5,2.3,2.7,2.5,2.8,50557.0,55223.0,58849.0,65421.0,67407.0,South Carolina
Lancaster County Virginia,6.2029872,5.9849558,5.8977432,5.9413495,5.9631529,5.9719481,6.0376945,6.0705676,6.0705676,6.1253562,6.0486522,6.1582294,6.2130179,6.2678061,6.3445101,6.3992987,6.4321718,6.4068694,6.913254299999999,7.0013208,7.0563626,6.902245499999999,6.869220699999999,6.902245499999999,6.902245499999999,6.902245499999999,7.2324967,7.188463199999999,7.188463199999999,7.2713146,7.1492009,7.171403400000001,7.1825047,7.1936059,7.2047071,7.226909600000001,7.282415899999999,7.315719100000001,7.3712254,51103.0,69.9,72.0,72.3,70.5,73.8,15.4,16.1,16.3,17.3,17.7,2.6,2.9,2.7,4.5,3.8,0.6,0.3,0.7,1.7,1.3,51495.0,50739.0,53711.0,59736.0,64460.0,Virginia
Lander County Nevada,1.4974263,1.6612073000000005,1.6612073000000005,1.63781,1.6846045999999997,1.7944936,1.7453294,1.7699115,1.7207474,1.7207474,1.6961652000000005,1.7207474,1.6715831,1.6715831,1.6961652000000005,1.5978367,1.5486726,1.8195051,1.7224647999999998,1.8195051,1.7224647999999998,1.6739447,1.6739447,1.6739447,1.7224647999999998,1.7224647999999998,1.7952451,1.8195051,1.7224647999999998,1.7474773,1.7720896,1.7967019,1.8705391,1.8705391,1.9443761,2.018213,1.9689884,1.9936008000000005,1.9197637,32015.0,69.1,77.8,85.8,90.2,90.7,7.1,4.9,5.4,6.8,3.9,11.3,10.2,10.7,8.8,8.7,1.1,1.2,0.0,0.0,0.0,79865.0,93583.0,88030.0,73797.0,92543.0,Nevada
Lane County Kansas,2.0849421,2.3166022,2.2393823,2.2393823,2.2393823,2.3349435,2.4154589,2.4154589,2.3349435,2.3349435,2.3349435,2.2544284,2.2544284,2.173913,2.173913,2.0933979,2.0933979,2.1240442,2.2090058,2.1240442,2.1240442,2.1240442,2.1240442,2.1240442,2.2090058,2.2090058,2.2090058,2.2090058,2.1240442,2.1385801,2.1385801,2.1385801,2.1385801,2.1385801,2.1385801,2.1385801,2.1385801,2.2241232,2.2241232,20101.0,75.5,81.1,85.1,83.7,82.2,17.7,14.9,15.6,12.8,13.4,1.7,1.6,3.1,4.3,4.5,0.9,0.0,0.0,0.0,0.0,51765.0,51719.0,52125.0,41318.0,44219.0,Kansas
Lane County Oregon,7.675853300000001,7.7356114,7.7342534,7.795369600000001,7.730857800000001,7.5687079,7.4315257,7.4739156,7.6191082,7.825715499999999,7.9238458,7.8086929,7.895141099999999,7.8978109,7.9405346,7.9348602,7.9231782,7.7961349,7.6793227,7.741183800000001,7.7040014,7.408516399999999,7.4723516,7.487487799999999,7.5147991,7.5052567,7.5240121,7.5779762,7.710911800000001,7.635976799999999,7.6917586,7.7751074,7.787756,7.748513699999999,8.0092621,8.1195288,8.0845032,8.1205025,8.1496906,41039.0,80.8,82.9,85.1,87.9,89.7,17.7,18.0,18.4,19.0,19.3,5.9,6.0,5.8,5.6,5.6,1.7,1.7,1.6,1.3,1.2,47710.0,49958.0,52426.0,54942.0,59016.0,Oregon
Langlade County Wisconsin,8.2292004,10.320492,10.883781,11.796698,12.172224,12.993655,14.392076,15.615693,16.826363,17.234236,17.829859,18.341318,19.403082,20.587854,21.817945,22.92503,24.232811,25.997801,2.0311792,2.0247104,2.1928973,2.17996,2.1476164,2.1346788,2.1217413,2.1152728,2.1152728,2.0505855,2.0441167,2.0776699,2.0776699,2.1165049,2.10356,2.10356,2.0970874,2.2006474,2.1359224,2.1553397,2.1423948,55067.0,70.0,71.7,76.8,79.6,81.6,10.8,10.1,10.4,10.8,10.8,2.0,2.1,2.0,1.6,1.5,1.4,1.3,1.0,3.1,3.4,44122.0,46557.0,49491.0,52074.0,53313.0,Wisconsin
Lanier County Georgia,0.85238278,0.8911274699999999,0.87821257,0.87821257,0.86529768,0.8674262199999999,0.80269289,0.82858622,0.76385295,0.82858622,0.81563956,0.81563956,0.8544795499999999,0.8674262199999999,0.89331955,0.89331955,0.8803728800000001,0.91459489,0.77289706,0.81154191,0.8373051899999999,0.79866034,0.81154191,0.81154191,0.79866034,0.82442355,0.85018677,0.81154191,0.81154191,0.75822431,0.78268313,0.84383023,0.88051856,0.86828911,0.9538950899999998,0.97835392,0.9538950899999998,0.94166565,0.9538950899999998,13173.0,50.1,51.0,56.8,66.6,70.0,10.6,10.8,10.7,13.6,11.5,1.7,1.5,1.4,5.0,6.1,0.1,0.8,1.1,0.9,0.9,31109.0,39104.0,40986.0,32158.0,33956.0,Georgia
Lapeer County Michigan,3.197624,3.1425674,3.1382208,3.1527092,3.1773398,3.1611099,3.0717804,3.0660174,3.1005964,3.0919516,3.1164453,3.1322939,3.1265309,3.1236494,3.1265309,3.1164453,3.1020372,3.0908439,3.0032315,3.0247755,3.0535009,3.0520647,3.0506284,3.0578096,3.064991,3.0520647,3.0391383,3.0491922,3.0491922,3.0586953,3.0959442,3.1088381,3.1346257,3.1188664,3.1145685,3.1919312,3.1661437,3.1876335,3.1761723,26087.0,76.3,78.8,81.3,84.0,86.0,11.9,12.0,12.5,12.4,12.7,2.6,2.5,2.4,2.5,2.6,1.1,1.0,0.9,0.8,0.6,56186.0,58952.0,62641.0,65197.0,69194.0,Michigan
Laramie County Wyoming,12.428308,12.550536,12.5774,12.73455,12.752011,12.606781,12.640149,12.624132,12.88441,12.988521,12.475974,12.41324,12.794981,12.722904,12.933796,12.91511,13.101975,12.988817,14.664196,14.51598,14.449811,14.320121999999998,14.23675,14.240719999999998,14.047509,13.813273,13.814597,13.817244,13.927083,13.696892000000002,13.645877,13.726976999999998,13.555618999999998,13.443125,13.257378,13.927113999999998,13.900951999999998,13.894412,13.804154000000002,56021.0,82.4,83.9,85.5,88.6,89.2,17.9,18.5,17.8,18.9,18.8,3.3,3.2,3.4,3.1,3.2,2.8,2.5,2.2,2.4,1.9,62879.0,64220.0,66910.0,69369.0,71550.0,Wyoming
Larimer County Colorado,11.109552,10.806231,10.862724,10.951446,10.904052,10.60777,16.765736,17.50663,17.945322,18.430252,19.312815,20.816795,21.856194,21.56065,23.333174,22.182438,22.709166,10.051882,9.7356691,9.799346,9.8152647,9.7874069,9.7740202,9.8026018,9.8123703,9.7863207,9.799346,9.8919668,9.9245281,9.7346039,9.710145,9.7349586,9.7604809,9.7285786,9.750556,9.8593798,9.8083353,9.8349209,9.8487453,8069.0,86.6,88.0,89.3,90.5,91.3,27.6,27.6,28.0,28.1,29.5,5.4,5.5,5.6,5.7,5.8,2.1,2.2,1.9,1.8,1.8,64980.0,67664.0,71881.0,76366.0,80664.0,Colorado
Larue County Kentucky,1.4736842,1.5469108,1.5652174,1.5926774,1.5926774,1.5472832,1.4744698,1.5017748,1.5472832,1.5472832,1.6109948,1.6109948,1.6291982,1.6929098,1.6565031,1.6747065,1.6382998,1.6101155,1.3190212,1.3190212,1.3099245,1.3099245,1.1916674,1.2007642,1.2007642,1.2371509,1.2826344,1.2553443,1.2462476,1.2542863,1.2903808,1.3625699,1.4076881,1.3806173,1.5069482,1.5430428,1.5610901,1.5701137,1.5701137,21123.0,73.1,69.8,71.6,71.5,75.0,6.2,4.2,5.0,6.5,6.1,2.3,2.3,2.2,3.1,3.7,1.9,1.2,1.1,0.9,1.2,41720.0,41779.0,47643.0,48495.0,53555.0,Kentucky
Las Animas County Colorado,3.9523644,3.8142908,3.7021055,3.7538834,3.7452538,3.782668600000001,3.731086700000001,3.627923000000001,3.8944292,3.8772352,3.8342505,3.8256533,3.8686383,3.8342505,3.7482805,3.7482805,3.7224896,3.6475201,3.7838759,3.8605762,3.7753537,3.7497869,3.741264600000001,3.7923982,3.7838759,3.7753537,3.8435316,3.9117095,3.8861427,3.8704717,3.8619275,3.7850308,3.7850308,3.6910458,3.7252221,3.8277512,3.7679427,3.7764866,3.7593985,8071.0,65.3,69.2,70.3,77.4,80.5,12.8,12.6,12.4,12.7,11.8,4.9,5.5,5.3,3.3,4.0,0.4,0.4,0.2,1.6,1.6,40586.0,41945.0,41817.0,44159.0,45118.0,Colorado
Lassen County California,1.6600491999999998,1.7961807000000003,1.9474381,2.0268481,2.0117223,2.0107391,2.0450132,2.0373967,2.2392323,2.4829583,2.5895884,2.5705473,2.5705473,2.5591226,2.5210404,2.5210404,2.5210404,2.5404334,2.5213611,2.5518768,2.5900214,2.5747635,2.3878548,2.3420811,2.3916693,2.372597,2.258163,2.3115654,2.3306377,2.3340998,2.341893,2.3613763,2.3691697,2.3263063,2.3185129,2.3263063,2.4743795,2.4665861,2.341893,6035.0,72.9,76.1,78.8,82.1,83.9,7.9,8.0,9.2,9.1,8.6,5.9,5.2,5.6,5.3,5.4,1.1,1.0,1.1,0.7,0.9,54083.0,56362.0,56352.0,56971.0,59292.0,California
Latah County Idaho,4.9471874,4.8167472,4.8231101,4.8008399,4.8135657,4.7230248,4.5628691,4.7230248,4.745007,4.7669892,4.7575684,4.7732697,4.7230248,4.7293053,4.7230248,4.7073231,4.7041831,4.5542274,4.6289377,4.6818576,4.6476154,4.6071472,4.6258249,4.5978084,4.6071472,4.6413898,4.6413898,4.6943097,4.7129869,4.6439724,4.6929531,4.7419333,4.769485,4.7051983,4.7327495,4.8582625,4.8245883,4.7817302,4.7817302,16057.0,81.8,82.5,85.5,87.3,88.3,26.9,26.3,25.6,25.7,25.8,5.5,6.2,6.1,5.0,4.3,1.4,1.2,1.1,0.6,0.6,43310.0,45466.0,49158.0,51312.0,56673.0,Idaho
Latimer County Oklahoma,1.0397775,1.0035062,1.0639584,1.0276871,1.0155966,1.036459,0.99987805,0.98768443,0.96329719,0.96329719,0.95110351,0.95110351,0.97549081,0.99987805,0.99987805,0.97549081,0.99987805,1.0604192,0.98643649,0.98643649,0.99876696,0.98643649,1.0110974,1.0110974,1.0234278,1.0234278,1.0234278,1.0604192,1.0727497,1.0843824,1.0968466,1.1093107,1.1093107,1.1217749,1.0968466,1.1716316,1.1591674,1.1467032,1.1342391,40077.0,59.0,64.0,67.5,73.6,73.9,10.4,11.4,11.8,10.2,9.0,1.4,1.3,1.5,1.7,1.3,0.6,0.4,0.3,2.1,2.1,40539.0,42363.0,44214.0,40044.0,39939.0,Oklahoma
Lauderdale County Alabama,4.1523333,4.2985997,4.3595438,4.3825674,4.3771501,4.3192959,4.2220812,4.301743,4.3152452,4.349,4.3665528,4.3679032,4.3422494,4.3571014,4.3598018,4.3530507,4.2895913,4.1819873,4.2412486,4.2587581,4.2358613,4.2547174,4.2762671,4.2412486,4.239902,4.2170053,4.2466364,4.2425957,4.2143116,4.1542587,4.1623073,4.1703553,4.1703553,4.151576,4.1824279,4.1341381,4.0684104,4.1032863,4.0402412,1077.0,65.4,68.7,72.3,77.2,78.1,13.8,14.8,14.9,16.0,16.0,2.0,2.1,2.0,2.1,2.1,1.6,1.6,1.4,1.5,1.1,44888.0,46265.0,48094.0,48428.0,50000.0,Alabama
Lauderdale County Mississippi,2.2218113,2.2117276,2.2016437,2.1932404,2.1898792,2.2087638,2.1816208,2.1697457,2.1884065,2.1697457,2.2189424,2.2460854,2.2800143,2.2528713,2.220639,2.2138531,2.1833172,2.1774969,2.2049732,2.2118423,2.216994,2.2015386,2.1878004,2.1706278,2.1568897,2.1517379,2.2135596,2.210125,2.2187114,2.2381473,2.2225685,2.2294922,2.2312233,2.1896799,2.2468021,2.2779596,2.2468021,2.2571878,2.2727666,28075.0,60.4,65.6,70.9,77.3,80.2,12.6,12.3,12.1,12.8,13.3,1.7,2.0,1.9,1.7,1.7,1.5,1.1,1.1,1.2,1.1,41340.0,41704.0,42534.0,42922.0,43301.0,Mississippi
Lauderdale County Tennessee,0.80649126,0.83107942,0.8507499099999999,0.84091467,0.8458322899999999,0.83971351,0.81995553,0.8347740199999999,0.7952581,0.78043962,0.78043962,0.79031861,0.81501603,0.8001976,0.81995553,0.7952581,0.7952581,0.81447059,0.78948683,0.77449656,0.75450957,0.7395193,0.75950634,0.77449656,0.78948683,0.77949333,0.78948683,0.77449656,0.76450306,0.76589739,0.79613018,0.78605258,0.79109138,0.80116898,0.81124657,0.80620778,0.80116898,0.80116898,0.80620778,47097.0,59.9,67.7,72.1,75.3,77.8,5.3,5.3,4.7,6.1,5.4,1.7,1.9,1.9,1.9,1.6,0.9,1.0,0.8,0.8,0.8,35551.0,37915.0,39896.0,41905.0,43025.0,Tennessee
Laurel County Kentucky,1.3018448,1.4392254,1.4326835,1.4675738,1.4632125,1.4742174,1.4330865,1.4655583,1.4937005,1.5110188,1.5240074,1.5413257,1.5175132,1.528337,1.5175132,1.5088539,1.478547,1.4827586,1.3017242,1.7176725,1.7866379,1.8125,1.8125,1.7995689999999998,1.7974138,1.7952586,1.8340517,1.8534483,1.887931,1.8616222,1.8702012,1.863767,1.7608202,1.6257024,1.5420581,1.5613606,1.5484923,1.5549264,1.550637,21125.0,70.0,72.4,73.9,77.4,81.2,8.0,8.1,8.7,9.0,8.5,0.9,0.5,0.8,0.9,0.8,1.7,1.8,2.2,1.8,1.9,37235.0,39230.0,41526.0,43745.0,46604.0,Kentucky
Laurens County Georgia,2.1783011,2.2315671,2.2203531,2.1979253,2.1979253,2.1798823,2.1042309,2.0902214,2.1070328,2.0846176,2.0846176,2.1406558,2.1490614,2.1462595,2.1322498,2.1294479,2.1238441,2.1408956,2.0708401,2.1044667,2.12128,2.0708401,2.068038,2.0652356,2.0596311,2.0484223,2.068038,2.068038,2.0848513,2.0688112,2.085608,2.0968058,2.0940063,2.0996053,2.0940063,2.1527953,2.1359985,2.1359985,2.1527953,13175.0,54.5,56.7,60.2,66.9,71.8,8.4,8.6,8.9,8.8,8.5,2.0,1.5,1.8,2.1,1.4,1.6,1.5,1.4,1.7,1.4,35202.0,37369.0,39120.0,39476.0,42315.0,Georgia
Laurens County South Carolina,1.4586961,1.4799768,1.4915844,1.5070614,1.4993229,1.4826353,1.4749433,1.4864813,1.4922503,1.4980193,1.5018653,1.5057113,1.5326333,1.5345564,1.5422484,1.5422484,1.5287874,1.5246533,1.5553383,1.5725985,1.5783519,1.5630094,1.5687628,1.5936942,1.6109545,1.5936942,1.5936942,1.5936942,1.6052011,1.684287,1.6766398000000002,1.6881106,1.6823752,1.6823752,1.6919341,1.7397289,1.7014931,1.7339935000000002,1.7282581,45059.0,64.8,67.9,73.1,76.2,79.8,9.5,10.1,10.8,11.6,11.5,2.4,2.5,2.7,2.8,3.1,1.8,1.5,1.0,2.7,2.7,40580.0,41578.0,43304.0,44374.0,46754.0,South Carolina
Lavaca County Texas,3.6756473,3.5900137000000005,3.6031883,3.5768394,3.5439036,3.5674398,3.4360423,3.4623218,3.4754615,3.3506341000000006,3.3506341000000006,3.3309242999999995,3.0221405,3.0155706,2.9695816,2.8776033,2.8250444,2.8279655,2.7821419,2.7625034,2.8017805,2.7101336,2.7363183,2.7952344,2.8606966,2.9130661,2.9261587,2.9261587,2.9261587,2.9287066,2.8830473,2.8960929,2.9156611,2.8569565,2.8765247,2.9547975,2.9613202,2.987411,2.9939339,48285.0,70.1,73.1,75.8,78.5,78.3,12.7,12.8,12.9,13.3,13.3,5.0,4.6,5.0,4.3,4.7,0.5,0.4,0.4,0.5,0.5,51708.0,53021.0,54403.0,54211.0,57602.0,Texas
Lawrence County Alabama,1.2554711,1.1940413,1.2170775,1.2055594,1.2055594,1.2105324,1.202822,1.2298084,1.2375188,1.2259532,1.2259532,1.2452292,1.2645051,1.222098,1.1835461,1.1758356,1.1758356,1.178744,1.2251208,1.2599034,1.2676328,1.2676328,1.279227,1.294686,1.3024155,1.3333334,1.3603865,1.3410628,1.3333334,1.3471663,1.3432951,1.3549086,1.362651,1.3355528,1.339424,1.3587798,1.339424,1.3471663,1.3549086,1079.0,55.7,59.2,62.0,67.0,68.5,7.2,7.7,8.4,10.2,9.8,0.7,1.0,0.9,0.8,0.8,0.9,1.4,1.2,1.3,0.7,43779.0,44515.0,44886.0,47125.0,51712.0,Alabama
Lawrence County Arkansas,1.4561619,1.50981,1.5251379,1.578786,1.4714899,1.4684287,1.4684287,1.4684287,1.4684287,1.4607002,1.499343,1.5302573,1.5457145,1.4916145,1.4761573,1.4529716,1.4143288,1.3962559,1.1154447,1.1310452,1.1232449,1.1154447,1.0764431,1.0920436,1.1076443,1.0920436,1.1076443,1.1700468,1.1934477,1.1796663,1.1874273,1.2107102,1.2262321,1.2184711,1.1951882,1.2107102,1.1796663,1.1951882,1.2029492,5075.0,59.7,63.7,69.2,75.1,77.7,10.5,10.4,10.7,9.7,10.5,0.8,0.9,0.8,0.9,0.6,0.4,0.6,0.5,0.4,0.4,37603.0,38528.0,39993.0,40587.0,40746.0,Arkansas
Lawrence County Illinois,1.0584791,1.073493,1.073493,1.0434653,1.0509721,1.0961214,1.1037866,1.0731258,1.0731258,1.0577955,1.0577955,1.0424651,1.0577955,1.0501304,1.0731258,1.0654607,1.0501304,1.0046427,0.92092246,0.89808965,0.91331154,0.93614429,0.93614429,0.93614429,0.93614429,0.93614429,0.92092246,0.94375521,0.94375521,0.97314131,0.97314131,0.98092645,0.95757103,0.97314131,0.97314131,0.98871154,0.98871154,0.94200081,0.94200081,17101.0,67.8,70.7,74.7,79.8,83.2,8.6,9.6,9.6,9.3,8.7,2.1,1.8,2.3,1.3,1.6,1.0,1.0,0.9,0.8,1.0,44504.0,45654.0,46636.0,53087.0,52020.0,Illinois
Lawrence County Indiana,2.2011428,2.1392181,2.0969965,2.0801082,2.0998113,2.0558169,2.0811625,2.1205893,2.1262214,2.1403024,2.1262214,2.13467,2.1543834,2.1600158,2.1459348,2.1656482,2.1600158,2.1457295,2.1316686,2.1091707,2.1204195,2.1457295,2.1569786,2.1682274,2.173852,2.1907253,2.1879129,2.2497821,2.2469699,2.2331948,2.2219729,2.2360005,2.2107508,2.1967232,2.1826956,2.2247784,2.191112,2.2416115,2.2528336,18093.0,69.8,72.4,75.8,78.7,80.1,10.0,9.7,9.7,11.3,11.6,1.5,1.3,1.4,1.6,1.5,1.1,0.8,0.7,0.7,1.0,49985.0,52092.0,53610.0,57740.0,60041.0,Indiana
Lawrence County Kentucky,1.0940199,1.0035371,1.0199885,1.0199885,1.0199885,1.0125321,0.9212383,0.99593329,1.0125321,1.0208316,1.0125321,1.0291311,1.04573,1.0789278,1.0623288,1.0208316,0.97933441,0.9884402799999998,0.87116772,0.86279106,0.92142737,0.90467417,0.90467417,0.91305077,0.91305077,0.91305077,0.92142737,0.90467417,0.92142737,0.92053038,0.90363991,0.88674945,0.8783041799999999,0.88674945,0.92053038,0.95431131,0.97964698,0.97964698,0.98809224,21127.0,65.1,63.7,61.6,64.7,69.2,6.5,5.3,4.6,5.2,6.9,1.1,1.2,0.3,1.0,1.7,3.7,3.8,4.4,3.4,5.7,32703.0,31813.0,32798.0,32856.0,37014.0,Kentucky
Lawrence County Mississippi,0.68972725,0.67927682,0.65837598,0.62702477,0.61657435,0.60796648,0.60796648,0.66037738,0.62893081,0.60796648,0.60796648,0.61844862,0.66037738,0.70230609,0.66037738,0.64989519,0.64989519,0.62879902,0.57639909,0.57639909,0.57639909,0.55543911,0.54495913,0.5659191,0.57639909,0.55543911,0.54495913,0.5659191,0.58687907,0.58835888,0.60937172,0.64089096,0.66190374,0.66190374,0.69342297,0.72494221,0.71443582,0.76696783,0.80899346,28077.0,44.6,42.8,47.2,48.0,53.6,9.3,9.0,8.9,8.4,6.8,0.1,0.3,0.7,0.6,0.5,0.3,0.2,0.1,0.3,0.4,40432.0,42290.0,41914.0,36239.0,39443.0,Mississippi
Lawrence County Missouri,1.9892265,1.9504982,1.9293736,1.9328945,1.9328945,1.943761,1.9050967,1.8769772,1.8945519,1.8980668,1.8945519,1.9086117,1.9121265,1.8910369,1.9015818,1.884007,1.884007,1.8623084,1.9184232,1.8868586,1.8728299,1.9043945,1.9079016,1.9114088,1.9079016,1.893873,1.8903658,1.893873,1.893873,1.9000876,1.907099,1.9106047,1.9141104,1.9141104,1.9035933,1.9211218,1.9035933,1.9456617,1.9772130000000003,29109.0,70.8,72.7,77.1,80.1,82.3,11.2,10.6,10.9,11.5,11.1,3.1,3.0,3.1,2.6,2.6,2.0,1.4,1.1,0.4,0.4,41673.0,43373.0,44742.0,44060.0,46923.0,Missouri
Lawrence County Ohio,1.5336906,1.5020463,1.5484579,1.5463482,1.5674444,1.5819497,1.5331764,1.4844031,1.5480205,1.550141,1.5607439,2.2181225,2.2160017,2.2456899,2.2372077,2.205399,2.2075195,2.2017801,2.5659044,2.5808101,2.5935862,2.6617265,2.670244,2.7085729,2.7064435,2.7405136,2.7192197,2.7213492,2.7213492,2.7443593,2.740078,2.7443593,2.7208118,2.7379372,2.7036862,2.7422185,2.7422185,2.7015455,2.6052146,39087.0,66.6,71.4,73.8,78.0,79.8,9.0,9.0,9.7,10.7,10.5,0.7,0.8,0.8,0.8,0.9,1.6,1.3,1.2,1.1,1.4,45466.0,44372.0,45118.0,46584.0,48947.0,Ohio
Lawrence County Pennsylvania,3.0285811,2.9746008,2.9618161,3.0328429,3.0285811,3.0194671,2.995151,3.0380616,3.0409224,3.0838327,3.1081488,3.1095791,3.1038578,3.1539199,3.142477,3.1510592,3.1496289,3.1668539,3.2215791,3.2691033,3.2835047,3.2835047,3.2806244,3.2604625,3.274864,3.2849448000000003,3.2820647,3.276304,3.3022265,3.3277266000000005,3.3538265,3.3857262,3.3726764,3.3364267000000005,3.3596265,3.4799757,3.4524257,3.4538758000000005,3.4466259,42073.0,71.0,74.7,77.9,80.9,83.2,13.6,14.3,14.6,15.4,15.1,1.4,1.6,1.5,1.5,1.5,1.6,1.5,1.7,1.6,1.5,47188.0,48860.0,50204.0,50080.0,53106.0,Pennsylvania
Lawrence County South Dakota,6.4818888,6.750745299999999,6.7311921,6.9071712,6.8973947,6.8973837,6.7767158,6.767062699999999,6.7863693,6.7718892,6.796022899999999,6.8153296,6.5208998,6.54986,6.4581523,6.4919395,6.54986,6.6180329,7.2617173,7.3046298,7.2950935,7.2283411,7.1520524,7.2617173,7.1425166,7.1329803,8.6110716,8.7922564,8.7922564,8.6142855,8.6142855,8.6471996,8.6801147,8.6048803,8.5766678,8.7177315,8.7271357,8.7600508,8.7647533,46081.0,79.2,82.0,85.1,84.2,86.1,20.6,23.7,23.7,23.8,23.4,2.4,2.5,2.7,2.8,2.6,1.9,2.0,2.6,1.7,2.4,49275.0,52245.0,52641.0,52146.0,56166.0,South Dakota
